price,bedrooms,bathrooms,sqft_living,sqft_lot,yr_built,lat,long
230000,3,2,1450,11204,2003,47.2639,-122.252
240000,3,1.75,1510,10248,1969,47.2929,-122.371
232000,2,1,1240,12092,1922,47.4957,-122.352
240500,2,1,1240,12092,1922,47.4957,-122.352
274975,3,2.5,3030,45004,1987,47.7721,-122.093
740000,4,2,2050,4400,1922,47.644,-122.319
186375,3,1,1000,7636,1952,47.472,-122.344
790000,3,2.25,2370,10289,1977,47.592,-122.166
279000,6,1.75,2240,11180,1955,47.42,-122.323
295000,3,2,1810,10530,1991,47.1913,-122.012
640000,2,1,1070,5000,1924,47.6666,-122.331
940000,4,2,2490,9525,1968,47.5639,-122.217
260000,4,2.5,1960,5238,2003,47.3483,-122.052
559900,3,2.75,2930,5569,2004,47.7648,-122.164
791500,4,2,1510,3500,1911,47.6794,-122.357
265000,3,1.75,1420,8250,1954,47.7535,-122.354
245000,3,1.75,1740,11547,1954,47.4945,-122.22
684000,4,3.5,3040,8414,2010,47.5222,-122.157
425000,3,1.75,2500,6840,1957,47.7222,-122.32
309600,4,1.75,1275,20000,1991,47.3796,-122.49
552250,4,2.5,2580,5823,2002,47.5374,-121.875
165000,4,1,1000,7134,1943,47.4897,-122.24
239900,4,1,1000,7134,1943,47.4897,-122.24
320000,2,1,1070,32633,1930,47.4716,-122.078
206600,3,2,1390,13464,1987,47.3581,-122.173
387000,4,1.75,2500,7690,1973,47.7713,-122.307
855000,4,2.75,2270,10460,1965,47.5603,-122.222
315000,3,1,1900,14400,1954,47.4147,-122.337
437500,2,1,990,3120,1907,47.68,-122.353
252000,4,1.5,1550,19800,1969,47.3117,-122.27
375000,4,1.75,2200,7475,1955,47.543,-122.28
300000,4,2.5,1910,4862,2005,47.3607,-122.034
420000,4,1,1750,9600,1954,47.5759,-122.137
900000,3,1,1330,77972,1928,47.6891,-122.159
679900,3,2.5,2440,5750,2000,47.565,-122.381
380000,5,2.5,2760,11340,1978,47.4769,-122.141
329500,4,2.5,1820,7912,1994,47.3845,-122.029
604950,3,2.5,2110,5608,2013,47.6743,-122.184
795000,5,2.5,3040,9570,1966,47.5651,-122.164
465000,3,2,1840,40438,1994,47.4853,-121.709
673000,4,2.5,2990,10400,2002,47.4508,-122.359
810000,4,2.5,3520,15420,1991,47.6375,-122.016
785000,4,2.75,2440,69415,1989,47.5944,-122.042
338000,4,3,2090,7500,1986,47.4888,-122.182
315000,4,2.25,2180,10754,1954,47.7711,-122.341
530000,4,2.25,2180,10754,1954,47.7711,-122.341
380000,5,3,3450,9914,2004,47.2813,-122.345
297000,3,2.25,1450,7562,1994,47.5038,-122.189
730000,4,2.5,3230,7331,2004,47.5823,-121.97
450000,3,1.75,1640,13500,1940,47.7164,-122.304
275000,3,3,1590,7750,1997,47.3624,-122.045
595000,4,2,2020,2849,1960,47.6831,-122.329
435000,3,1.5,1300,3348,1904,47.592,-122.307
950000,3,3,4040,14338,1986,47.7268,-122.06
389000,4,2.25,2130,5337,2001,47.7237,-121.959
560000,4,2.25,2550,7800,1968,47.6283,-122.095
1350000,5,3.5,4800,14984,1998,47.5543,-122.148
799000,4,2.25,2510,11585,1969,47.5483,-122.226
365500,3,2,1410,9600,1983,47.7591,-122.146
252350,3,2,1650,7352,1979,47.4612,-122.169
403950,4,2.5,2120,13780,1993,47.4987,-122.365
385000,4,1.5,2040,10726,1954,47.772,-122.358
490000,3,2.75,1980,3128,1979,47.6109,-122.114
330000,3,2.5,1600,26977,2005,47.7736,-121.901
927000,4,2.75,3300,12090,1953,47.6294,-122.218
1120000,4,2.5,3840,16619,1983,47.5634,-122.213
330000,2,1,1220,10000,1950,47.7405,-122.241
530000,5,2.25,2720,8800,1958,47.5976,-122.118
365000,4,2,1940,25600,1962,47.5722,-122.129
378750,3,2.5,2160,3000,1909,47.5644,-122.289
269900,4,1.75,1530,8750,1968,47.4556,-122.157
360000,4,1.75,3730,16980,1974,47.1775,-122.022
352000,2,1,940,5000,1937,47.6879,-122.385
437000,3,2.5,1750,22357,1994,47.4807,-121.779
322500,4,2.5,1820,6753,1994,47.3845,-122.032
650000,3,3.25,1510,2000,2001,47.5815,-122.402
450000,3,2,1290,1213,2001,47.6609,-122.344
278500,3,2,1570,5250,1998,47.3163,-122.188
364950,4,2.5,1930,6957,1995,47.4309,-122.191
840000,4,3.5,2840,40139,1986,47.401,-122.026
517534,2,1,833,143947,2006,47.3889,-122.482
632925,3,2.5,2990,32239,1978,47.7718,-122.095
577500,3,2.5,2000,7251,1995,47.7067,-122.2
339000,4,1.5,2390,7480,1920,47.504,-122.227
570000,3,1.75,2910,37461,1967,47.7015,-122.164
563500,4,1.75,2085,174240,1964,47.5753,-121.95
423000,4,2.25,2200,9351,1962,47.7448,-122.333
355000,3,2.25,1860,5028,2012,47.7318,-121.982
1550000,5,4.25,6070,171626,1999,47.5954,-121.95
625000,3,1.75,1600,9135,1955,47.5724,-122.179
538000,3,2.5,2250,11632,1988,47.5272,-122.169
380000,3,2.5,2280,10255,1985,47.4334,-122.161
375000,2,1,940,5120,1909,47.6073,-122.308
245000,3,2.5,1530,8500,1996,47.3592,-122.046
310000,5,1.75,2190,27260,1947,47.4546,-122.337
1300000,3,2,2350,15021,1976,47.6408,-122.219
397000,4,2,1440,7680,1971,47.7245,-122.2
365000,3,2.5,2200,4052,2005,47.4362,-122.178
988000,4,3,4040,19700,1987,47.7205,-122.127
1000000,4,2.5,2610,3277,1922,47.6636,-122.33
237000,3,2.5,1490,2138,2005,47.4324,-122.197
525000,4,2.5,2450,5280,2003,47.7734,-122.224
749000,4,2.5,1710,9627,1976,47.559,-122.164
722500,5,2.5,4870,11800,1983,47.633,-122.041
843000,3,2.5,3130,8750,1991,47.6954,-122.103
438000,2,2,1270,1372,2000,47.6776,-122.318
578000,3,1.75,2120,10875,1977,47.504,-122.382
196000,3,2.25,2070,11576,1974,47.3417,-122.271
641000,2,1,1420,5332,1953,47.6694,-122.275
350000,3,1.5,1250,219978,1980,47.4056,-121.955
205000,3,1,940,7980,1960,47.3838,-122.289
400000,3,1.75,1920,9102,1968,47.7487,-122.082
1030000,3,2.5,3545,9816,2005,47.5534,-122.078
505000,3,2,1260,5460,1972,47.7355,-122.18
475000,5,2.5,2340,7200,1975,47.7206,-122.211
520000,3,2.25,2590,9263,1977,47.7691,-122.262
333500,3,1.75,1220,9732,1965,47.7736,-122.214
232000,3,1,1400,10403,1976,47.362,-122.029
691100,3,2.75,2360,16117,1983,47.5698,-122.121
811000,3,1.75,1870,9897,1960,47.5505,-122.221
551000,3,2.5,2830,5802,2001,47.7605,-122.234
496500,3,2.5,2260,3640,1994,47.7356,-122.157
705000,3,3,1970,20978,1980,47.3844,-122.438
578000,4,2.5,3140,9225,1966,47.4904,-122.226
255000,3,1.75,1240,8659,1986,47.3663,-122.089
348000,3,2.25,2570,8491,1989,47.3759,-122.125
230000,3,2,1510,3413,1985,47.3912,-122.167
359500,4,2.25,2390,11250,1988,47.3305,-122.371
330000,3,1,980,7000,1953,47.7617,-122.357
80000,1,0.75,430,5050,1912,47.6499,-121.909
465000,3,1.75,1480,6360,1954,47.7311,-122.353
325000,4,2.5,1850,7324,1997,47.3701,-122.107
340500,3,2,2270,28025,1947,47.4857,-122.318
342500,3,2.5,1810,5192,1993,47.3724,-122.042
868700,3,4.25,3840,6161,2000,47.6336,-122.064
1200000,4,2.75,4110,8400,1928,47.717,-122.281
1150000,4,3.25,4190,10259,2000,47.6332,-122.066
859900,4,2.75,3390,6298,2011,47.5906,-122.062
520000,4,2.25,1890,3006,2003,47.5461,-121.998
460000,3,2.5,1610,2527,2005,47.5674,-122.29
438924,3,1.5,1050,4590,1949,47.6943,-122.29
315000,2,1,630,6550,1918,47.5486,-122.38
590000,4,2.75,2910,10650,1975,47.6658,-122.188
328500,3,2.5,1950,8130,1990,47.3875,-122.161
849950,3,3,2990,9773,1973,47.6344,-122.174
525000,3,1.5,1350,6000,1950,47.5275,-122.391
1390000,4,3.25,4860,181319,1993,47.6179,-122.005
295000,4,2.5,2160,7725,1978,47.3078,-122.378
1070000,6,3.5,4860,11793,1998,47.5521,-122.137
207950,2,2,890,5000,1917,47.5158,-122.264
699900,4,2.75,2810,7302,2002,47.5985,-121.977
1280000,5,2.5,3400,9500,1977,47.5645,-122.082
370000,3,2,1680,5036,1987,47.4734,-122.186
232000,3,1.75,1300,11230,1968,47.3811,-122.087
669950,5,2.5,2820,14062,1960,47.7081,-122.215
397500,3,2,1510,6710,1972,47.7193,-122.216
490000,2,2.5,1230,1391,2004,47.6192,-122.301
725000,4,2,2110,4140,1925,47.5836,-122.387
299000,3,2.75,3080,19635,1958,47.3841,-122.284
625000,2,1.5,1490,5750,1900,47.5872,-122.39
437500,3,2.5,2120,4500,2000,47.5322,-121.88
475000,2,1,1490,3825,1929,47.6799,-122.381
342000,3,2,1930,11947,1966,47.3672,-122.151
1200000,4,2.5,2770,7800,1999,47.684,-122.205
280000,3,1.5,1670,11610,1963,47.4404,-122.191
240000,2,1.75,1330,7200,1993,47.4467,-122.281
529000,3,1,1210,3328,1924,47.6729,-122.363
442000,3,1,1190,5100,1941,47.5346,-122.385
615000,2,1,1540,6872,1946,47.6454,-122.373
1490000,4,3.75,4030,10800,2006,47.6821,-122.196
480000,4,2.5,2600,7787,2005,47.4877,-122.139
1100000,5,3.5,4410,57063,1990,47.6554,-122.018
290000,4,1,1330,8184,1949,47.7343,-122.347
615000,3,1.75,1900,5000,1951,47.5789,-122.393
300000,2,1,1100,7680,1950,47.7439,-122.339
308000,3,1,1980,39150,1932,47.3818,-122.225
750000,3,2.5,2400,7745,2001,47.6734,-122.173
2250000,4,2.25,4760,8036,1916,47.6415,-122.285
890000,4,3.25,3180,194278,2005,47.4711,-122.084
190000,2,1,630,6000,1943,47.4973,-122.221
515000,5,3,2530,5105,2005,47.7546,-122.341
235000,4,1.5,1690,11054,1930,47.4667,-122.215
275000,2,1,940,5000,1951,47.5186,-122.374
727500,2,2,1240,9119,1952,47.6221,-122.193
650000,4,2.5,3040,6587,2003,47.683,-122.039
1600000,6,5,6050,230652,2001,47.6033,-121.943
365000,4,1,1590,7085,1944,47.7315,-122.305
662000,3,1.75,2500,36947,1984,47.6917,-122.084
200000,2,1.5,1360,1898,1978,47.2852,-122.19
970000,4,3.25,4740,76230,1987,47.5931,-122.071
160000,3,1.5,1010,9600,1962,47.4097,-122.316
204000,3,1,1040,7405,1971,47.3105,-122.021
358000,3,2.25,1610,6655,1985,47.4296,-122.161
452000,4,1.75,1570,8268,1979,47.7373,-122.197
595000,2,2,1510,4000,1900,47.6582,-122.345
249000,3,2,1360,6082,1994,47.3577,-122.16
346900,4,2.5,1970,5106,1999,47.449,-122.205
280000,4,2.5,1560,4350,2003,47.5025,-122.186
318888,4,1.75,2320,12000,1973,47.3644,-122.28
530000,3,2.25,2120,40518,1967,47.5896,-122.009
375000,3,2.25,2120,18500,1983,47.3914,-122.169
910000,4,2.5,3350,29242,1988,47.7197,-122.131
782000,4,2.5,2380,9614,1991,47.5623,-122.116
259950,2,2,1070,649,2008,47.5213,-122.357
315000,4,2.75,2300,18360,1979,47.4518,-122.16
215000,2,1,1320,8865,1943,47.4949,-122.3
1450000,3,3,4380,6320,1952,47.6452,-122.411
451000,3,1.75,1790,9813,1949,47.749,-122.305
261000,2,1,750,8125,1943,47.4727,-122.198
396000,3,1.5,1300,8280,1956,47.7403,-122.256
725000,4,2.5,2990,29170,1999,47.5146,-122.117
1950000,7,3.5,4640,15235,1965,47.5666,-122.231
238000,4,1,1400,7242,1959,47.4339,-122.291
750000,6,1.75,2750,9563,1973,47.6368,-122.097
331500,4,2.5,2050,10271,1998,47.3628,-122.075
404950,4,2.25,2340,217014,1982,47.2953,-122.083
880000,3,2.5,2870,5163,2014,47.6935,-122.352
863000,4,2.5,4120,22370,1997,47.6239,-122.023
638700,3,1.75,2080,9162,1960,47.5846,-122.168
435000,3,2.5,1840,5680,2008,47.6969,-122.026
260000,3,1,1180,5350,1959,47.505,-122.259
671500,5,2.75,2160,4000,1927,47.667,-122.289
